"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"8624","209130_at","BC003686","Homo sapiens","SNAP23","8773","synaptosomal-associated protein, 23kDa"
"8625","209131_s_at","U55936","Homo sapiens","SNAP23","8773","synaptosomal-associated protein, 23kDa"
"8626","209132_s_at","BE313890","Homo sapiens","COMMD4","54939","COMM domain containing 4"
"8627","209133_s_at","AL136872","Homo sapiens","COMMD4","54939","COMM domain containing 4"
"8628","209134_s_at","BC000524","Homo sapiens","RPS6","6194","ribosomal protein S6"
"8629","209135_at","AF289489","Homo sapiens","ASPH","444","aspartate beta-hydroxylase"
"8630","209136_s_at","BG390445","Homo sapiens","USP10","9100","ubiquitin specific peptidase 10"
"8631","209137_s_at","BC000263","Homo sapiens","USP10","9100","ubiquitin specific peptidase 10"
"8632","209138_x_at","M87790","Homo sapiens","IGL@","3535","Immunoglobulin lambda locus"
"8633","209139_s_at","AF083033","Homo sapiens","PRKRA","8575","protein kinase, interferon-inducible double stranded RNA dependent activator"
"8634","209140_x_at","L42024","Homo sapiens","HLA-B","3106","major histocompatibility complex, class I, B"
"8635","209141_at","AW299555","Homo sapiens","UBE2G1","7326","ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)"
"8636","209142_s_at","BC002775","Homo sapiens","UBE2G1","7326","ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)"
"8637","209143_s_at","AF005422","Homo sapiens","CLNS1A","1207","chloride channel, nucleotide-sensitive, 1A"
"8638","209144_s_at","AI810484","Homo sapiens","CBFA2T2","9139","core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
"8639","209145_s_at","AF068266","Homo sapiens","CBFA2T2","9139","core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
"8640","209146_at","AV704962","Homo sapiens","SC4MOL","6307","sterol-C4-methyl oxidase-like"
"8641","209147_s_at","AB000888","Homo sapiens","PPAP2A","8611","phosphatidic acid phosphatase type 2A"
"8642","209148_at","BC001167","Homo sapiens","RXRB","6257","retinoid X receptor, beta"
"8643","209149_s_at","BE899402","Homo sapiens","TM9SF1","10548","transmembrane 9 superfamily member 1"
"8644","209150_s_at","U94831","Homo sapiens","TM9SF1","10548","transmembrane 9 superfamily member 1"
"8645","209151_x_at","AA768906","Homo sapiens","TCF3","6929","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"
"8646","209152_s_at","AI655986","Homo sapiens","TCF3","6929","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"
"8647","209153_s_at","M31523","Homo sapiens","TCF3","6929","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"
"8648","209154_at","AF234997","Homo sapiens","TAX1BP3","30851","Tax1 (human T-cell leukemia virus type I) binding protein 3"
"8649","209155_s_at","BC001595","Homo sapiens","NT5C2","22978","5'-nucleotidase, cytosolic II"
"8650","209156_s_at","AY029208","Homo sapiens","COL6A2","1292","collagen, type VI, alpha 2"
"8651","209157_at","AF011793","Homo sapiens","DNAJA2","10294","DnaJ (Hsp40) homolog, subfamily A, member 2"
"8652","209158_s_at","BC004361","Homo sapiens","CYTH2","9266","cytohesin 2"
"8653","209159_s_at","AV724216","Homo sapiens","NDRG4","65009","NDRG family member 4"
"8654","209160_at","AB018580","Homo sapiens","AKR1C3","8644","aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)"
"8655","209161_at","AI184802","Homo sapiens","PRPF4","9128","PRP4 pre-mRNA processing factor 4 homolog (yeast)"
"8656","209162_s_at","U82756","Homo sapiens","PRPF4","9128","PRP4 pre-mRNA processing factor 4 homolog (yeast)"
"8657","209163_at","AL514271","Homo sapiens","CYB561","1534","cytochrome b-561"
"8658","209164_s_at","BC002976","Homo sapiens","CYB561","1534","cytochrome b-561"
"8659","209165_at","AF083208","Homo sapiens","AATF","26574","apoptosis antagonizing transcription factor"
"8660","209166_s_at","U68567","Homo sapiens","MAN2B1","4125","mannosidase, alpha, class 2B, member 1"
"8661","209167_at","AI419030","Homo sapiens","GPM6B","2824","glycoprotein M6B"
"8662","209168_at","AW148844","Homo sapiens","GPM6B","2824","glycoprotein M6B"
"8663","209169_at","N63576","Homo sapiens","GPM6B","2824","glycoprotein M6B"
"8664","209170_s_at","AF016004","Homo sapiens","GPM6B","2824","glycoprotein M6B"
"8665","209171_at","AF219116","Homo sapiens","ITPA","3704","inosine triphosphatase (nucleoside triphosphate pyrophosphatase)"
"8666","209172_s_at","U30872","Homo sapiens","CENPF","1063","centromere protein F, 350/400kDa (mitosin)"
"8667","209173_at","AF088867","Homo sapiens","AGR2","10551","anterior gradient homolog 2 (Xenopus laevis)"
"8668","209174_s_at","BC000978","Homo sapiens","QRICH1","54870","glutamine-rich 1"
"8669","209175_at","AK001135","Homo sapiens","SEC23IP","11196","SEC23 interacting protein"
"8670","209176_at","AI332962","Homo sapiens","SEC23IP","11196","SEC23 interacting protein"
"8671","209177_at","BC002873","Homo sapiens","NDUFAF3","25915","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3"
"8672","209178_at","AF038391","Homo sapiens","DHX38","9785","DEAH (Asp-Glu-Ala-His) box polypeptide 38"
"8673","209179_s_at","BC003164","Homo sapiens","MBOAT7","79143","membrane bound O-acyltransferase domain containing 7"
"8674","209180_at","U49245","Homo sapiens","RABGGTB","5876","Rab geranylgeranyltransferase, beta subunit"
"8675","209181_s_at","U49245","Homo sapiens","RABGGTB","5876","Rab geranylgeranyltransferase, beta subunit"
"8676","209182_s_at","AI302100","Homo sapiens","C10orf10","11067","chromosome 10 open reading frame 10"
"8677","209183_s_at","AL136653","Homo sapiens","C10orf10","11067","chromosome 10 open reading frame 10"
"8678","209184_s_at","BF700086","Homo sapiens","IRS2","8660","insulin receptor substrate 2"
"8679","209185_s_at","AF073310","Homo sapiens","IRS2","8660","insulin receptor substrate 2"
"8680","209186_at","M23114","Homo sapiens","ATP2A2","488","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
"8681","209187_at","AW516932","Homo sapiens","DR1","1810","down-regulator of transcription 1, TBP-binding (negative cofactor 2)"
"8682","209188_x_at","BC002809","Homo sapiens","DR1","1810","down-regulator of transcription 1, TBP-binding (negative cofactor 2)"
"8683","209189_at","BC004490","Homo sapiens","FOS","2353","FBJ murine osteosarcoma viral oncogene homolog"
"8684","209190_s_at","AF051782","Homo sapiens","DIAPH1","1729","diaphanous homolog 1 (Drosophila)"
"8685","209191_at","BC002654","Homo sapiens","TUBB6","84617","tubulin, beta 6"
"8686","209192_x_at","BC000166","Homo sapiens","KAT5","10524","K(lysine) acetyltransferase 5"
"8687","209193_at","M24779","Homo sapiens","PIM1","5292","pim-1 oncogene"
"8688","209194_at","BC005334","Homo sapiens","CETN2","1069","centrin, EF-hand protein, 2"
"8689","209195_s_at","AF250226","Homo sapiens","ADCY6","112","adenylate cyclase 6"
"8690","209196_at","BC000388","Homo sapiens","WDR46","9277","WD repeat domain 46"
"8691","209197_at","AA626780","Homo sapiens","SYT11","23208","synaptotagmin XI"
"8692","209198_s_at","BC004291","Homo sapiens","SYT11","23208","synaptotagmin XI"
"8693","209199_s_at","N22468","Homo sapiens","MEF2C","4208","myocyte enhancer factor 2C"
"8694","209200_at","AL536517","Homo sapiens","MEF2C","4208","myocyte enhancer factor 2C"
"8695","209201_x_at","L01639","Homo sapiens","CXCR4","7852","chemokine (C-X-C motif) receptor 4"
"8696","209202_s_at","AF001690","Homo sapiens","EXTL3","2137","exostoses (multiple)-like 3"
"8697","209203_s_at","BC002327","Homo sapiens","BICD2","23299","bicaudal D homolog 2 (Drosophila)"
"8698","209204_at","AI824831","Homo sapiens","LMO4","8543","LIM domain only 4"
"8699","209205_s_at","BC003600","Homo sapiens","LMO4","8543","LIM domain only 4"
"8700","209206_at","AV701283","Homo sapiens","SEC22B","9554","SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)"
"8701","209207_s_at","BC001364","Homo sapiens","SEC22B","9554","SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene)"
"8702","209208_at","AF059752","Homo sapiens","MPDU1","9526","mannose-P-dolichol utilization defect 1"
"8703","209209_s_at","AW469573","Homo sapiens","FERMT2","10979","fermitin family member 2"
"8704","209210_s_at","Z24725","Homo sapiens","FERMT2","10979","fermitin family member 2"
"8705","209211_at","AF132818","Homo sapiens","KLF5","688","Kruppel-like factor 5 (intestinal)"
"8706","209212_s_at","AB030824","Homo sapiens","KLF5","688","Kruppel-like factor 5 (intestinal)"
"8707","209213_at","BC002511","Homo sapiens","CBR1","873","carbonyl reductase 1"
"8708","209214_s_at","BC004817","Homo sapiens","EWSR1","2130","Ewing sarcoma breakpoint region 1"
"8709","209215_at","L11669","Homo sapiens","MFSD10","10227","major facilitator superfamily domain containing 10"
"8710","209216_at","BC000464","Homo sapiens","WDR45","11152","WD repeat domain 45"
"8711","209217_s_at","BC000464","Homo sapiens","WDR45","11152","WD repeat domain 45"
"8712","209218_at","AF098865","Homo sapiens","SQLE","6713","squalene epoxidase"
"8713","209219_at","L03411","Homo sapiens","RDBP","7936","RD RNA binding protein"
"8714","209220_at","L47125","Homo sapiens","GPC3","2719","glypican 3"
"8715","209221_s_at","AI753638","Homo sapiens","OSBPL2","9885","oxysterol binding protein-like 2"
"8716","209222_s_at","BC000296","Homo sapiens","OSBPL2","9885","oxysterol binding protein-like 2"
"8717","209223_at","BF434335","Homo sapiens","NDUFA2","4695","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"
"8718","209224_s_at","BC003674","Homo sapiens","NDUFA2","4695","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"
"8719","209225_x_at","AI653355","Homo sapiens","TNPO1","3842","transportin 1"
"8720","209226_s_at","U72069","Homo sapiens","TNPO1","3842","transportin 1"
"8721","209227_at","AU158251","Homo sapiens","TUSC3","7991","tumor suppressor candidate 3"
"8722","209228_x_at","U42349","Homo sapiens","TUSC3","7991","tumor suppressor candidate 3"
"8723","209229_s_at","BC002799","Homo sapiens","PPP6R1","22870","protein phosphatase 6, regulatory subunit 1"
"8724","209230_s_at","AF135266","Homo sapiens","NUPR1","26471","nuclear protein, transcriptional regulator, 1"
"8725","209231_s_at","AI038068","Homo sapiens","DCTN5","84516","dynactin 5 (p25)"
"8726","209232_s_at","BC004191","Homo sapiens","DCTN5","84516","dynactin 5 (p25)"
"8727","209233_at","U72514","Homo sapiens","EMG1","10436","EMG1 nucleolar protein homolog (S. cerevisiae)"
"8728","209234_at","BF939474","Homo sapiens","KIF1B","23095","kinesin family member 1B"
"8729","209235_at","AL031600","Homo sapiens","CLCN7","1186","chloride channel 7"
"8730","209236_at","AL389886","Homo sapiens","SLC23A2","9962","solute carrier family 23 (nucleobase transporters), member 2"
"8731","209237_s_at","AF164142","Homo sapiens","SLC23A2","9962","solute carrier family 23 (nucleobase transporters), member 2"
"8732","209238_at","BE966922","Homo sapiens","STX3","6809","syntaxin 3"
"8733","209239_at","M55643","Homo sapiens","NFKB1","4790","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1"
"8734","209240_at","AF070560","Homo sapiens","OGT","8473","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)"
"8735","209241_x_at","AB041926","Homo sapiens","MINK1","50488","misshapen-like kinase 1"
"8736","209242_at","AL042588","Homo sapiens","PEG3","5178","paternally expressed 3"
"8737","209243_s_at","AF208967","Homo sapiens","PEG3","5178","paternally expressed 3"
"8738","209244_s_at","BE885926","Homo sapiens","KIF1C","10749","kinesin family member 1C"
"8739","209245_s_at","AB014606","Homo sapiens","KIF1C","10749","kinesin family member 1C"
"8740","209246_at","AF261091","Homo sapiens","ABCF2","10061","ATP-binding cassette, sub-family F (GCN20), member 2"
"8741","209247_s_at","BC001661","Homo sapiens","ABCF2","10061","ATP-binding cassette, sub-family F (GCN20), member 2"
"8742","209248_at","AL136713","Homo sapiens","GHITM","27069","growth hormone inducible transmembrane protein"
"8743","209249_s_at","AF131820","Homo sapiens","GHITM","27069","growth hormone inducible transmembrane protein"
"8744","209250_at","BC000961","Homo sapiens","DEGS1","8560","degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)"
"8745","209251_x_at","BC004949","Homo sapiens","TUBA1C","84790","tubulin, alpha 1c"
"8746","209252_at","U18937","Homo sapiens","HARS2","23438","histidyl-tRNA synthetase 2, mitochondrial (putative)"
"8747","209253_at","AF037261","Homo sapiens","SORBS3","10174","sorbin and SH3 domain containing 3"
"8748","209254_at","AI808625","Homo sapiens","KLHDC10","23008","kelch domain containing 10"
"8749","209255_at","D87454","Homo sapiens","KLHDC10","23008","kelch domain containing 10"
"8750","209256_s_at","AF277177","Homo sapiens","KLHDC10","23008","kelch domain containing 10"
"8751","209257_s_at","BF795297","Homo sapiens","SMC3","9126","structural maintenance of chromosomes 3"
"8752","209258_s_at","AI373676","Homo sapiens","SMC3","9126","structural maintenance of chromosomes 3"
"8753","209259_s_at","AF020043","Homo sapiens","SMC3","9126","structural maintenance of chromosomes 3"
"8754","209260_at","BC000329","Homo sapiens","SFN","2810","stratifin"
"8755","209261_s_at","BF000629","Homo sapiens","NR2F6","2063","nuclear receptor subfamily 2, group F, member 6"
"8756","209262_s_at","BC002669","Homo sapiens","NR2F6","2063","nuclear receptor subfamily 2, group F, member 6"
"8757","209263_x_at","BC000389","Homo sapiens","TSPAN4","7106","tetraspanin 4"
"8758","209264_s_at","AF054841","Homo sapiens","TSPAN4","7106","tetraspanin 4"
"8759","209265_s_at","BC001650","Homo sapiens","METTL3","56339","methyltransferase like 3"
"8760","209266_s_at","AW134794","Homo sapiens","SLC39A8","64116","solute carrier family 39 (zinc transporter), member 8"
"8761","209267_s_at","AB040120","Homo sapiens","SLC39A8","64116","solute carrier family 39 (zinc transporter), member 8"
"8762","209268_at","AF165513","Homo sapiens","VPS45","11311","vacuolar protein sorting 45 homolog (S. cerevisiae)"
"8763","209269_s_at","AW450910","Homo sapiens","SYK","6850","spleen tyrosine kinase"
"8764","209270_at","L25541","Homo sapiens","LAMB3","3914","laminin, beta 3"
"8765","209271_at","AB032251","Homo sapiens","BPTF","2186","bromodomain PHD finger transcription factor"
"8766","209272_at","AF045451","Homo sapiens","NAB1","4664","NGFI-A binding protein 1 (EGR1 binding protein 1)"
"8767","209273_s_at","BG387555","Homo sapiens","ISCA1","81689","iron-sulfur cluster assembly 1 homolog (S. cerevisiae)"
"8768","209274_s_at","BC002675","Homo sapiens","ISCA1","81689","iron-sulfur cluster assembly 1 homolog (S. cerevisiae)"
"8769","209275_s_at","AF015593","Homo sapiens","CLN3","1201","ceroid-lipofuscinosis, neuronal 3"
"8770","209276_s_at","AF162769","Homo sapiens","GLRX","2745","glutaredoxin (thioltransferase)"
"8771","209277_at","AL574096","Homo sapiens","TFPI2","7980","tissue factor pathway inhibitor 2"
"8772","209278_s_at","L27624","Homo sapiens","TFPI2","7980","tissue factor pathway inhibitor 2"
"8773","209279_s_at","BC000245","Homo sapiens","NSDHL","50814","NAD(P) dependent steroid dehydrogenase-like"
"8774","209280_at","U58856","Homo sapiens","MRC2","9902","mannose receptor, C type 2"
"8775","209281_s_at","M95541","Homo sapiens","ATP2B1","490","ATPase, Ca++ transporting, plasma membrane 1"
"8776","209282_at","AF309082","Homo sapiens","PRKD2","25865","protein kinase D2"
"8777","209283_at","AF007162","Homo sapiens","CRYAB","1410","crystallin, alpha B"
"8778","209284_s_at","AI922509","Homo sapiens","C3orf63","23272","chromosome 3 open reading frame 63"
"8779","209285_s_at","N38985","Homo sapiens","C3orf63","23272","chromosome 3 open reading frame 63"
"8780","209286_at","AI754416","Homo sapiens","CDC42EP3","10602","CDC42 effector protein (Rho GTPase binding) 3"
"8781","209287_s_at","AF104857","Homo sapiens","CDC42EP3","10602","CDC42 effector protein (Rho GTPase binding) 3"
"8782","209288_s_at","AL136842","Homo sapiens","CDC42EP3","10602","CDC42 effector protein (Rho GTPase binding) 3"
"8783","209289_at","AI700518","Homo sapiens","NFIB","4781","nuclear factor I/B"
"8784","209290_s_at","BC001283","Homo sapiens","NFIB","4781","nuclear factor I/B"
"8785","209291_at","AW157094","Homo sapiens","ID4","3400","inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
"8786","209292_at","AL022726","Homo sapiens","ID4","3400","Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
"8787","209293_x_at","U16153","Homo sapiens","ID4","3400","inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
"8788","209294_x_at","BC001281","Homo sapiens","TNFRSF10B","8795","tumor necrosis factor receptor superfamily, member 10b"
"8789","209295_at","AF016266","Homo sapiens","TNFRSF10B","8795","tumor necrosis factor receptor superfamily, member 10b"
"8790","209296_at","AF136972","Homo sapiens","PPM1B","5495","protein phosphatase, Mg2+/Mn2+ dependent, 1B"
"8791","209297_at","AF114488","Homo sapiens","ITSN1","6453","intersectin 1 (SH3 domain protein)"
"8792","209298_s_at","AF114488","Homo sapiens","ITSN1","6453","intersectin 1 (SH3 domain protein)"
"8793","209299_x_at","BC000022","Homo sapiens","PPIL2","23759","peptidylprolyl isomerase (cyclophilin)-like 2"
"8794","209300_s_at","BC002888","Homo sapiens","NECAP1","25977","NECAP endocytosis associated 1"
"8795","209301_at","M36532","Homo sapiens","CA2","760","carbonic anhydrase II"
"8796","209302_at","U37689","Homo sapiens","POLR2H","5437","polymerase (RNA) II (DNA directed) polypeptide H"
